Attrition Date,Random Number,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Staff Number,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30-Aug-22,193.5,52,No,Non-Travel,585,Sales,29,Master's Degree,Life Sciences,1,2019,STAFF-1590,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
23-Jun-22,70,41,No,Non-Travel,552,Human Resources,4,Bachelor's Degree,Human Resources,1,1722,STAFF-1615,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
11-Sep-22,234,47,No,Non-Travel,1169,Research & Development,14,Master's Degree,Technical Degree,1,1934,STAFF-1485,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
25-Mar-21,26,32,No,Non-Travel,1200,Research & Development,1,Master's Degree,Technical Degree,1,1574,STAFF-1431,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
29-Jan-21,244,45,No,Non-Travel,336,Sales,26,Bachelor's Degree,Marketing,1,1612,STAFF-1653,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
21-Jul-21,28,47,No,Non-Travel,543,Sales,2,Master's Degree,Marketing,1,1731,STAFF-1941,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
04-Nov-22,127,43,No,Non-Travel,343,Research & Development,9,Bachelor's Degree,Life Sciences,1,1813,STAFF-1852,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
15-Jan-22,45,31,No,Non-Travel,325,Research & Development,5,Bachelor's Degree,Medical,1,2057,STAFF-1997,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
13-Mar-21,90,32,No,Non-Travel,953,Research & Development,5,Master's Degree,Technical Degree,1,1764,STAFF-1720,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
10-Jul-22,90,37,No,Non-Travel,1413,Research & Development,5,Associates Degree,Technical Degree,1,1440,STAFF-1918,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
16-Dec-22,122,28,No,Non-Travel,1103,Research & Development,16,Bachelor's Degree,Medical,1,1947,STAFF-2061,3,Male,49,3,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
07-Jul-22,75,44,No,Non-Travel,981,Research & Development,5,Bachelor's Degree,Life Sciences,1,1471,STAFF-1597,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
26-May-22,127,39,No,Non-Travel,105,Research & Development,9,Bachelor's Degree,Life Sciences,1,2022,STAFF-1668,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
05-Aug-21,309,42,No,Non-Travel,335,Research & Development,23,Associates Degree,Life Sciences,1,1976,STAFF-1922,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
17-Aug-21,348,46,No,Non-Travel,849,Sales,26,Associates Degree,Life Sciences,1,1801,STAFF-1412,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
24-Sep-21,43,29,No,Travel_Frequently,995,Research & Development,2,High School,Life Sciences,1,1590,STAFF-1648,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
10-Dec-21,122,34,No,Travel_Frequently,829,Research & Development,15,Bachelor's Degree,Medical,1,1485,STAFF-1812,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
16-Jan-21,147,34,No,Travel_Frequently,426,Research & Development,10,Master's Degree,Life Sciences,1,1615,STAFF-1700,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
14-Apr-22,22,34,No,Travel_Frequently,560,Research & Development,1,Master's Degree,Other,1,1431,STAFF-2065,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
23-May-21,43,25,No,Travel_Frequently,772,Research & Development,2,High School,Life Sciences,1,1653,STAFF-1477,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
11-May-22,277,39,No,Travel_Frequently,766,Sales,20,Bachelor's Degree,Life Sciences,1,1812,STAFF-1507,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2
06-Jul-21,24,37,No,Travel_Frequently,1278,Sales,1,Master's Degree,Medical,1,1700,STAFF-1613,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
29-Jul-22,87,24,No,Travel_Frequently,897,Human Resources,10,Bachelor's Degree,Medical,1,1746,STAFF-1853,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
01-Jan-23,167,38,No,Travel_Frequently,888,Human Resources,10,Master's Degree,Human Resources,1,1563,STAFF-1794,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
04-Jun-22,147,32,No,Travel_Frequently,585,Research & Development,10,Bachelor's Degree,Life Sciences,1,1720,STAFF-1865,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
30-Oct-22,95,38,No,Travel_Frequently,508,Research & Development,6,Master's Degree,Life Sciences,1,1997,STAFF-1419,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
08-Dec-21,43,49,No,Travel_Frequently,1064,Research & Development,2,High School,Life Sciences,1,1941,STAFF-1778,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
09-Oct-22,47,26,No,Travel_Frequently,1096,Research & Development,6,Bachelor's Degree,Other,1,1918,STAFF-1694,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7
24-Jan-23,178,36,No,Travel_Frequently,884,Research & Development,23,Associates Degree,Medical,1,2061,STAFF-1506,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
22-Dec-22,157,29,No,Travel_Frequently,574,Research & Development,20,High School,Medical,1,1852,STAFF-1892,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
11-Nov-21,177,34,No,Travel_Frequently,653,Research & Development,10,Master's Degree,Technical Degree,1,1597,STAFF-1881,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
26-Jul-21,30,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor's Degree,Life Sciences,1,1668,STAFF-1627,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
07-Jun-21,31,49,No,Travel_Frequently,1023,Sales,2,Bachelor's Degree,Medical,1,2065,STAFF-1474,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
12-Oct-21,66,33,No,Travel_Frequently,430,Sales,7,Bachelor's Degree,Medical,1,1477,STAFF-1857,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
16-Apr-21,24,45,No,Travel_Frequently,1297,Research & Development,1,Master's Degree,Medical,1,1922,STAFF-1599,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3
27-Nov-21,251,35,No,Travel_Frequently,200,Research & Development,18,Associates Degree,Life Sciences,1,1412,STAFF-1940,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
16-Jan-21,31,27,No,Travel_Frequently,591,Research & Development,2,Bachelor's Degree,Medical,1,1648,STAFF-1424,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
11-Apr-21,108,28,No,Travel_Frequently,467,Sales,7,Bachelor's Degree,Life Sciences,1,1507,STAFF-1484,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
25-Jun-22,107,32,No,Travel_Frequently,1318,Sales,10,Master's Degree,Marketing,1,1853,STAFF-1859,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0
15-Aug-22,27,31,No,Travel_Frequently,715,Sales,2,Master's Degree,Other,1,1613,STAFF-1619,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
06-Feb-21,53,37,No,Travel_Rarely,1239,Human Resources,8,Associates Degree,Other,1,1794,STAFF-1671,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
14-Aug-21,26,40,No,Travel_Rarely,1137,Research & Development,1,Master's Degree,Life Sciences,1,1892,STAFF-1553,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16
22-Feb-21,365,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor's Degree,Technical Degree,1,1694,STAFF-1725,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
13-Jan-23,26,28,No,Travel_Rarely,1423,Research & Development,1,Bachelor's Degree,Life Sciences,1,1506,STAFF-1551,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
18-Jul-21,29,45,No,Travel_Rarely,538,Research & Development,1,Master's Degree,Technical Degree,1,1553,STAFF-1871,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
19-Apr-21,273,31,No,Travel_Rarely,311,Research & Development,20,Bachelor's Degree,Life Sciences,1,1881,STAFF-2031,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
05-Dec-22,130,38,No,Travel_Rarely,1206,Research & Development,9,Associates Degree,Life Sciences,1,1940,STAFF-1543,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
05-Dec-22,20,55,No,Travel_Rarely,1136,Research & Development,1,Master's Degree,Medical,1,1424,STAFF-1434,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
18-Jan-23,216,24,No,Travel_Rarely,506,Research & Development,29,High School,Medical,1,1725,STAFF-1621,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
20-Aug-21,27,40,No,Travel_Rarely,896,Research & Development,2,Bachelor's Degree,Medical,1,1474,STAFF-2068,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2
04-Jun-22,34,39,No,Travel_Rarely,170,Research & Development,3,Associates Degree,Medical,1,1627,STAFF-1689,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
19-Mar-22,104,49,No,Travel_Rarely,1490,Research & Development,7,Master's Degree,Life Sciences,1,1484,STAFF-1867,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
28-Jul-22,349,24,No,Travel_Rarely,350,Research & Development,21,Associates Degree,Technical Degree,1,1551,STAFF-1989,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
11-Apr-21,39,46,No,Travel_Rarely,706,Research & Development,2,Associates Degree,Life Sciences,1,1857,STAFF-1954,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
23-Jun-21,222.5,43,No,Travel_Rarely,990,Research & Development,27,Bachelor's Degree,Technical Degree,1,1599,STAFF-1473,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
20-Oct-21,108,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor's Degree,Other,1,1619,STAFF-1971,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
23-Feb-22,27,32,No,Travel_Rarely,977,Research & Development,2,Bachelor's Degree,Medical,1,1671,STAFF-1415,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
14-Apr-22,195,29,No,Travel_Rarely,726,Research & Development,29,High School,Life Sciences,1,1859,STAFF-1438,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
08-May-22,108,39,No,Travel_Rarely,835,Research & Development,19,Master's Degree,Other,1,1871,STAFF-1826,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2
28-Nov-21,117,31,No,Travel_Rarely,326,Sales,8,Associates Degree,Life Sciences,1,1453,STAFF-1609,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
20-Aug-22,148,30,No,Travel_Rarely,979,Sales,15,Associates Degree,Marketing,1,1754,STAFF-1696,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
14-Jul-22,52,41,No,Travel_Rarely,930,Sales,3,Bachelor's Degree,Life Sciences,1,2037,STAFF-1931,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
15-Feb-21,260,29,No,Travel_Rarely,1246,Sales,19,Bachelor's Degree,Life Sciences,1,1497,STAFF-1721,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4
07-Aug-21,76,48,No,Travel_Rarely,1221,Sales,7,Bachelor's Degree,Marketing,1,1466,STAFF-1729,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
15-Nov-21,104,34,No,Travel_Rarely,1239,Sales,13,Master's Degree,Medical,1,1951,STAFF-1580,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
18-Jul-22,27,33,No,Travel_Rarely,392,Sales,2,Master's Degree,Medical,1,1670,STAFF-1903,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
04-Dec-22,55,29,No,Travel_Rarely,352,Human Resources,6,High School,Medical,1,1865,STAFF-1542,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
08-Oct-22,39,42,No,Travel_Rarely,300,Research & Development,2,Bachelor's Degree,Life Sciences,1,2031,STAFF-1601,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
12-Dec-21,104,37,No,Travel_Rarely,674,Research & Development,13,Bachelor's Degree,Medical,1,1543,STAFF-1911,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
14-Jan-23,26,29,No,Travel_Rarely,136,Research & Development,1,Bachelor's Degree,Life Sciences,1,1954,STAFF-1799,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
01-Aug-22,93,49,No,Travel_Rarely,1495,Research & Development,5,Master's Degree,Technical Degree,1,1473,STAFF-1763,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
24-Aug-22,156,43,No,Travel_Rarely,574,Research & Development,11,Bachelor's Degree,Life Sciences,1,1971,STAFF-1707,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
02-Jan-23,29,25,No,Travel_Rarely,949,Research & Development,1,Bachelor's Degree,Technical Degree,1,1415,STAFF-2062,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
18-Apr-22,29,47,No,Travel_Rarely,465,Research & Development,1,Bachelor's Degree,Technical Degree,1,1438,STAFF-1523,1,Male,74,3,1,Research Scientist,4,Married,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
19-Apr-21,351,36,No,Travel_Rarely,1351,Research & Development,26,Master's Degree,Life Sciences,1,1682,STAFF-1728,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
02-Jan-22,26,40,No,Travel_Rarely,543,Research & Development,1,Master's Degree,Life Sciences,1,2012,STAFF-1798,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
11-Nov-22,69,34,No,Travel_Rarely,628,Research & Development,8,Bachelor's Degree,Medical,1,2068,STAFF-1592,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
09-Nov-21,156,27,No,Travel_Rarely,1377,Research & Development,11,High School,Life Sciences,1,1434,STAFF-1682,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
24-Aug-22,181,53,No,Travel_Rarely,1395,Research & Development,24,Master's Degree,Medical,1,1689,STAFF-2012,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
23-Apr-21,247,35,No,Travel_Rarely,819,Research & Development,18,Doctoral Degree,Life Sciences,1,1621,STAFF-1803,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
26-Feb-21,174,35,No,Travel_Rarely,185,Research & Development,23,Master's Degree,Medical,1,1826,STAFF-1596,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
29-Mar-21,62,30,No,Travel_Rarely,241,Research & Development,7,Bachelor's Degree,Medical,1,1609,STAFF-1514,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
17-Nov-22,221,30,No,Travel_Rarely,793,Research & Development,16,High School,Life Sciences,1,1729,STAFF-1558,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
11-Apr-21,26,34,No,Travel_Rarely,1351,Research & Development,1,Master's Degree,Life Sciences,1,1580,STAFF-1618,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
11-Apr-21,48,34,No,Travel_Rarely,1157,Research & Development,5,Associates Degree,Medical,1,1696,STAFF-1698,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
30-Jul-21,45,27,No,Travel_Rarely,1354,Research & Development,2,Master's Degree,Technical Degree,1,1931,STAFF-1770,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
18-Nov-22,39,31,No,Travel_Rarely,741,Research & Development,2,Master's Degree,Life Sciences,1,1721,STAFF-1631,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
05-Jun-21,26,44,No,Travel_Rarely,170,Research & Development,1,Master's Degree,Life Sciences,1,1903,STAFF-1718,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
18-Nov-22,104,42,No,Travel_Rarely,1128,Research & Development,13,Bachelor's Degree,Medical,1,1803,STAFF-1435,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
25-Apr-22,188.5,35,No,Travel_Rarely,750,Research & Development,28,Bachelor's Degree,Life Sciences,1,1596,STAFF-1659,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
28-Jan-21,83,39,No,Travel_Rarely,1387,Research & Development,10,Doctoral Degree,Medical,1,1618,STAFF-1533,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
09-Aug-22,160,33,No,Travel_Rarely,267,Research & Development,21,Bachelor's Degree,Medical,1,1698,STAFF-1577,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
30-May-21,27,42,No,Travel_Rarely,1210,Research & Development,2,Bachelor's Degree,Medical,1,1542,STAFF-2014,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0
21-May-21,55,42,No,Travel_Rarely,1396,Research & Development,6,Bachelor's Degree,Medical,1,1911,STAFF-1981,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
13-Apr-22,26,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor's Degree,Life Sciences,1,1799,STAFF-2008,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
18-Dec-22,221,30,No,Travel_Rarely,305,Research & Development,16,Bachelor's Degree,Life Sciences,1,1763,STAFF-1814,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
04-Feb-22,104,35,No,Travel_Rarely,1349,Research & Development,7,Associates Degree,Life Sciences,1,1601,STAFF-2048,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
16-Feb-22,76,24,No,Travel_Rarely,581,Research & Development,9,Bachelor's Degree,Medical,1,1707,STAFF-1952,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
10-May-22,130,29,No,Travel_Rarely,598,Research & Development,9,Bachelor's Degree,Life Sciences,1,1558,STAFF-1727,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
03-Dec-22,195,28,No,Travel_Rarely,1083,Research & Development,29,High School,Life Sciences,1,1514,STAFF-1677,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
09-Aug-21,260,37,No,Travel_Rarely,671,Research & Development,19,Bachelor's Degree,Life Sciences,1,1631,STAFF-1623,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
28-Dec-21,27,55,No,Travel_Rarely,478,Research & Development,2,Bachelor's Degree,Medical,1,1770,STAFF-1417,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
04-Aug-22,20,30,No,Travel_Rarely,911,Research & Development,1,Associates Degree,Medical,1,1989,STAFF-1564,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
09-Apr-21,143,48,No,Travel_Rarely,1224,Research & Development,10,Bachelor's Degree,Life Sciences,1,1867,STAFF-1545,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
29-Jun-21,55,39,No,Travel_Rarely,613,Research & Development,6,High School,Medical,1,2062,STAFF-1883,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
09-Aug-21,364,35,No,Travel_Rarely,1370,Research & Development,27,Master's Degree,Life Sciences,1,1728,STAFF-2038,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
19-Aug-21,117,33,No,Travel_Rarely,867,Research & Development,8,Master's Degree,Life Sciences,1,1798,STAFF-1475,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
17-Aug-21,188.5,44,No,Travel_Rarely,136,Research & Development,28,Bachelor's Degree,Life Sciences,1,1523,STAFF-1860,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,Y,No,13,3,3,80,1,24,1,4,20,6,14,17
01-Sep-22,173,23,No,Travel_Rarely,977,Research & Development,10,Bachelor's Degree,Technical Degree,1,1592,STAFF-2007,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
29-Jan-22,132,26,No,Travel_Rarely,390,Research & Development,17,Master's Degree,Medical,1,1718,STAFF-1982,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
08-Aug-22,76,40,No,Travel_Rarely,1342,Sales,9,Associates Degree,Medical,1,1548,STAFF-1472,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
16-Aug-22,39,31,No,Travel_Rarely,1154,Sales,2,Associates Degree,Life Sciences,1,1996,STAFF-1453,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
26-Jan-23,93,31,No,Travel_Rarely,1003,Sales,5,Bachelor's Degree,Technical Degree,1,1749,STAFF-1754,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
